,код СКМТР,Наименование,Маркировка,Регламенты (ГОСТ/ТУ),Параметры,Базисная Единица измерения,ОКПД2,is_tu,ОКПД2_сокр,Параметры парс
596192,4025201335,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,ZALMAN ZM750-GVII,,750ВТ ATX 12В DВЕНТИЛЯТОРА=120 150Х86Х140,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
598417,4025100396,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,WINARD 500W,,"500ВТ ATX ВЕНТИЛЯТОР=80 86Х150Х140 0,83КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
600776,4025100397,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,ШТИЛЬ STR500SL,34412470.430601.046 ТУ,"220В 0,5КВА/0,4КВТ 89Х440Х465 15КГ",796,26.20.40.110,1,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
601063,4025201337,МОДУЛЬ БАТАРЕЙНЫЙ ИСТОЧНИКА БЕСПЕРЕБОЙНОГО ПИТАНИЯ,ШТИЛЬ BMRT-36-18,34412470.560134.003 ТУ,36В 18А/ЧАС 6АБ 490Х390Х88 26КГ ЧЕРНЫЙ,796,26.20.40.110,1,26,аритикул маркета|модель/исполнение|номин. напряжение|емкость батареи|особенности
601673,4025201271,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC BVX700LI-GR,,700ВА 230В,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
601688,4025201270,ФИЛЬТР СЕТЕВОЙ,PILOT S,,3М 2200ВТ 10А 5РОЗЕТОК С ЗАЗЕМЛЕНИЕМ +1БЕЗ ЗАЗЕМЛЕНИЯ ПЛАСТИК БЕЛЫЙ 375Х58Х46ММ,796,26.20.40.110,0,26,|тип|длина кабеля|особенности|максимальная нагрузка
602000,4025201251,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,SVC V-1200-L,,"720ВТ, 220В, АВТОМАТИЧЕСКОЕ ВКЛЮЧЕНИЕ, 0-40С, 3ХSCHUKO 12В/7АЧ Х 2, LED-ИНДИКАТОРЫ, 330Х122Х192 ММ, ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
602146,4025240265,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,CROWN CMU-SP1200IEC USB,,"230В/1200ВА/720ВТ 125Х320Х225 10,1КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
603009,4025201225,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,EATON 9SX 700I 9SX700I,,"700ВА 230В 252Х160Х357 11,5КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
603037,4025201224,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,CYBERPOWER BR1200ELCD,,1200ВА 165-290/230В 4МСЕК CEE7 USB LCD 8ХSCHUKO 166Х118Х288ММ/8.2КГ/ЧЕРНЫЙ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612958,4025240232,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,AEROCOOL KCAS-650G,,650ВТ 220-240В ATX 2.4 DВЕНТИЛЯТОРА=120 150Х140Х86,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612964,4025240222,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ ЛИНЕЙНО-ИНТЕРАКТИВНЫЙ,CYBERPOWER UTC850E,,"850ВА 425ВТ 230В 2ХSCHUKO 84Х159Х252 4,2КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612965,4025240197,БЛОК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,EATON POWERWARE PW9130I700T-XL,,"700ВА 230В 230Х160Х350 12,2КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612966,4025240191,БЛОК ПИТАНИЯ,AEROCOOL KCAS-600W,,"600ВТ 230В ATXV2.3 DВЕНТ=120 149Х150Х86 1,63КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612967,4025240175,БЛОК ПИТАНИЯ,FSP ATX-400N,,400ВТ ATX 120MM 2ХSATA PFC,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612968,4025240177,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,CYBERPOWER BLACK-UPS DX,,800ВА 230В,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612969,4025240178,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC SMART-UPS C SMC1500I,,1500ВА/LCD /230В,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612970,4025240231,БЛОК ПИТАНИЯ ДЛЯ КОМПЬЮТЕРА,ACCORD ACC-400W-12,,400ВТ ATX 150Х140Х86,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612971,4025240230,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC EASY BACK-UPS BV500I-GR,,500ВА 230В IEC-320-C14 160Х305Х92 3.9КГ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612972,4025240226,БЛОК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,ACCORDTEC ББП-50 ИСП.1,,"12,6-13,6-10-12,6В 220В 5А, 240Х170Х80 1,319КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612973,4025240161,БЛОК ПИТАНИЯ,LINKWORLD LW2-300W,,"300ВТ 220В ATX 24PIN, 2ХSATA, POWER CORD",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612974,4025240164,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC SMART-UPS 2200VA LCD 230V SMT2200I,,2200ВА 230В,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612975,4025240083,БЛОК ПИТАНИЯ,ATX 400W (P4) CODEGEN (Q),,400ВТ ATX12V,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612976,4025240048,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,FSP GROUP ATX-400PAF,,400ВТ 220-240В ATX12V V 2.01 86Х140Х150,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612977,4025240081,БЛОК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,KRAULER GYPER GPR-850,,220В 255Х350Х160 LCD-ЭКРАН,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612978,4025240114,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK POWER PRO 700,,700ВА 220В 100Х140Х330,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612979,4025240156,БЛОК ПИТАНИЯ,FSP ATX 650W 650-80GLN,,650ВТ 220-240В ATX,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612980,4025240144,БЛОК ПИТАНИЯ,FSP 350W(350-PNF)V.2.2,,350ВТ 230В 20+4PIN,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
612981,4025240158,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC BACK-UPS PRO 900,,540В 900ВА INPUT 230В OUTPUT 230V INTERFACE PORT DB-9 RS-232 USB,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
612982,4025240070,БЛОК ПИТАНИЯ,GIGABYTE ATX 450WGE-C450N-C2,,350ВТ 230В 12V 24PIN,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613151,4025201168,БЛОК ПИТАНИЯ,THERMALTAKE SMART RGB600,,600ВТ/ATХ12V 2.3/230В/ВЕНТИЛЯТОР D=120Х120 150Х86Х140 ЧЕРНЫЙ,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613152,4025201138,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON SMART POWER PRO II 2200 EURO,,2200ВА IEC 320-C14 RS-232 USB 139Х195Х364 11КГ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613153,4025201143,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,АТС-КОНВЕРС ATS1000 R-BX,,"1000ВА/900ВТ 160-300В 1,5А 220/24В 88(2U)Х438Х420 12,7КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613154,4025201146,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK POWER PRO II EURU 650 ID 1005511,,"650ВА 220В USB LCD-ДИСПЛЕЙ 100Х140Х290 4,8КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613155,4025201147,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM IMPERIAL IMP-2000AP,,"2000ВА 230В, RJ-45, RJ-11, USB, HOT SWAP, 6ХIEC320 С13 130Х382Х192 14,5КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613156,4025201161,БЛОК ПИТАНИЯ,DEEPCOOL DN550,,ATX 12V V2.31 550ВТ 230В 4А DВЕНТИЛЯТОРА=120 150Х86Х140,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613157,4025201167,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM RAPTOR RPT-2000AP,,"2000ВА/1200ВТ 230В 2Х9А/ЧАС 12В 6 РОЗЕТОК IEC C13 USB 146Х360Х164 11,1КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613158,4025201172,БЛОК ПИТАНИЯ,EXEGATE AA500 EXEGATE EX256711RUS,,"500ВТ ATX 12V V.2.3 115-230В 150Х86Х140 0,75КГ, СЕРЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613159,4025201180,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM SMART KING PRO+ SPT-1000,,"1000ВА 155-300/220-240В IEC320-C14 8РОЗЕТОК IEC320 140Х380Х210 14,1КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613160,4025201186,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC BACK-UPS BV800I-GR,,"230В 800ВА 450ВТ 305Х160Х92 5,3КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613161,4025201189,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,APC EASY-UPS BV650I-GR,,"650ВА 230В 4РОЗЕТКИ 92,5Х165Х305 4,5КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613162,4025201184,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON INNOVA RT II 10000 IPPON RT,,"10КВА, 10КВТ, 220/230/240В, 110-275В, 50/60ГЦ, 16Х12В/9АЧАС, 438Х593Х216 66,5КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613163,4025201164,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK VERSO 400 751616,,"400ВА 220В, ВЫХОД SCHUKO CEE 7-6ШТ(4+2), ВХОД SCHUKO CEE 7/7P, IP20, 125Х320Х86 2,72КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613164,4025201181,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM RAPTOR RPT-1000AP,,"1000ВА 230В IEC 320 C13 RJ-11/RJ-45 278Х140Х100 4,5КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613165,4025201193,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK VERSO 800 751623,,800ВА 220В 6РОЗЕТОК EURO 170Х335Х93 5КГ ЧЕРНЫЙ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613166,4025201192,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,EATON 3S700DIN,,"700ВА 230В 3XSCHUKO+3SCHUKO 10A 170Х335Х86 3,8КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613167,4025201175,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,CYBERPOWER UTC850EI,,"850ВА 220В 4ХIEC-320-C13 252Х84Х159 4,2КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613168,4025201182,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,SMART POWER PRO II EURO 1200 1029740,,"1200ВА 162-290/220В EC C14 / SCHUKO CEE7/7P ЖКИ С ПОДСВЕТКОЙ USB-ЗАРЯДКА-USB TYPE A-2ШТ 139Х195Х364 9,9КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613169,4025201165,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,3COTT 1500VA-HML,,1500ВА 900ВТ 220В 12В/9АЧХ2 RJ-11 343Х135Х206 11КГ ЧЕРНЫЙ,796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613170,4025201141,БЛОК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERMAN BACK PRO600,,"600ВА 390ВТ 220В 298Х101Х142 4,6 ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613171,4025201162,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK POWER PRO II 800,,"800ВА 220В IEC 320 C13-4ШТ IP20 100Х140Х290 5,5КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613172,4025201157,БЛОК ПИТАНИЯ,AEROCOOL VX PLUS 700,,"700ВТ 230В ATX 12V 2.3 24+4+4PIN 3SATA DВЕНТИЛЯТОРА=120 198Х459Х413 3,8КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613173,4025201140,БЛОК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK POWER PRO LCD 600 EURO,,"600ВА 220В SCHUKO CEE 7/7P USB/RS-232 100Х143Х330 5,1КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613174,4025201153,ФИЛЬТР СЕТЕВОЙ,BURO 500SH-3-W,,"5РОЗЕТОК 2,2КВТ 10А 220В L=КАБЕЛЯ=3М 300Х50Х40 0,4КГ БЕЛЫЙ",796,26.20.40.110,0,26,|тип|длина кабеля|особенности|максимальная нагрузка
613175,4025201077,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,FSP GROUP Q-DION QD400 400W,,"ATX 400ВТ/ATX12V 2.3/ВЕНТИЛЯТОР=120Х120/LКАБЕЛЯ=400 86Х150Х140 1,1КГ",796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613176,4025201086,БЛОК ПИТАНИЯ СИСТЕМНОГО БЛОКА,DEEPCOOL DE380,,ATX 12V V.2.31 250ВТ 220В ВЕНТИЛЯТОР=120Х120 24+4 PIN 150Х86Х140,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613177,4025201123,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,IPPON BACK COMFO PRO1000NEW 403089,,"1000ВА 600ВТ 220В 8РАЗЪЕМОВ 9,4А/ЧАС RJ-11/RS232/USB TYPEB IP20 120Х202Х295 8КГ ЧЕРНЫЙ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
613178,4025201118,БЛОК ПИТАНИЯ,CHIEFTEC CPS-750S,,750ВТ 230В ATX12V 2.3 140Х150Х87,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613179,4025201119,БЛОК ПИТАНИЯ,FSP GROUP ATX-700PNR-I OEM,,700ВТ 230В ATX12V 2.2 140Х150Х86,796,26.20.40.110,0,26,|форм-фактор|мощность|стандарт эффективности|pfc
613180,4025201047,ИСТОЧНИК БЕСПЕРЕБОЙНОГО ПИТАНИЯ,POWERCOM RPT-1000A,,"1000ВА 230В 278Х140Х100 4,5КГ",796,26.20.40.110,0,26,|выходная мощность|выходных разъемов|разъемов с питанием от батареи|интерфейсы
